method,url_length,special_path,host,contentLength,arg_length,arg_num,digit_in_arg,letter_in_arg
1,50,8,0,0.0,0,1,0,0
1,77,14,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
2,48,8,0,74.0,70,5,8,52
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,57,9,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,112,5,24,67
1,57,8,0,0.0,7,1,2,3
2,49,8,0,291.0,279,13,48,194
1,48,8,0,0.0,26,1,2,21
1,57,8,0,0.0,5,1,1,3
1,57,8,0,0.0,4,1,1,2
2,50,8,0,826.0,814,13,431,245
1,50,9,0,0.0,0,1,0,0
2,48,8,0,89.0,85,5,10,64
1,49,8,0,0.0,222,13,37,163
1,47,8,0,0.0,36,3,5,28
1,51,8,0,0.0,0,1,0,0
2,49,8,0,281.0,269,13,41,199
1,46,8,0,0.0,0,1,0,0
1,47,8,0,0.0,42,3,5,32
2,48,8,0,71.0,67,5,9,48
1,48,8,0,0.0,0,1,0,0
2,52,8,0,68.0,64,5,6,51
1,48,8,0,0.0,33,1,0,31
1,50,8,0,0.0,247,13,40,183
1,39,7,0,0.0,0,1,0,0
1,50,8,0,0.0,309,13,44,225
2,48,8,0,101.0,101,1,41,34
2,57,8,0,78.0,78,1,35,21
1,51,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,52,8,0,66.0,62,5,3,53
2,47,8,0,38.0,36,3,4,29
1,57,9,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,48,8,0,0.0,33,1,0,31
1,48,8,0,0.0,67,5,7,51
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
1,46,8,0,0.0,0,1,0,0
2,48,8,0,87.0,87,1,22,48
1,48,8,0,0.0,33,1,0,31
2,48,8,0,17.0,17,1,1,14
1,48,8,0,0.0,33,1,0,31
2,48,8,0,70.0,66,5,8,48
1,50,8,0,0.0,0,1,0,0
1,65,12,0,0.0,0,1,0,0
1,48,8,0,0.0,126,5,17,90
1,44,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,48,8,0,0.0,73,1,28,26
2,49,8,0,269.0,257,13,47,182
1,57,8,0,0.0,56,1,15,30
1,50,8,0,0.0,210,13,35,154
2,48,8,0,72.0,68,5,8,51
1,41,7,0,0.0,0,1,0,0
2,47,8,0,46.0,44,3,6,32
1,44,8,0,0.0,0,1,0,0
1,58,10,0,0.0,0,1,0,0
2,52,8,0,62.0,58,5,8,45
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,49,8,0,0.0,245,13,44,170
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,36,3,5,28
2,57,8,0,4.0,4,1,1,2
1,33,6,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,60,11,0,0.0,0,1,0,0
1,50,8,0,0.0,240,13,40,175
2,47,8,0,46.0,44,3,6,32
1,48,8,0,0.0,17,1,1,14
1,53,7,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
1,51,8,0,0.0,0,1,0,0
1,50,8,0,0.0,227,13,35,172
2,52,8,0,60.0,56,5,3,47
2,52,8,0,64.0,60,5,7,48
1,39,7,0,0.0,0,1,0,0
2,47,8,0,43.0,41,3,5,31
1,49,8,0,0.0,242,13,40,180
1,48,8,0,0.0,119,1,46,58
1,52,8,0,0.0,61,5,8,47
1,47,8,0,0.0,44,3,6,32
1,54,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,47,8,0,204.0,202,3,30,142
1,47,8,0,0.0,37,3,5,29
1,52,8,0,0.0,65,5,12,47
1,58,9,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
2,49,8,0,281.0,269,13,79,163
1,50,8,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,47,8,0,0.0,39,3,6,29
2,57,8,0,4.0,4,1,1,2
1,44,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,50,8,0,248.0,236,13,45,166
1,50,8,0,0.0,250,13,41,183
1,48,8,0,0.0,33,1,0,31
2,48,8,0,18.0,18,1,1,15
2,52,8,0,64.0,60,5,2,51
1,49,8,0,0.0,243,13,39,176
1,57,9,0,0.0,0,1,0,0
1,50,8,0,0.0,223,13,34,169
1,49,8,0,0.0,236,13,46,167
1,47,8,0,0.0,35,3,4,28
1,57,7,0,0.0,0,1,0,0
1,49,8,0,0.0,235,13,39,174
1,50,8,0,0.0,238,13,37,177
1,57,8,0,0.0,5,1,1,3
2,48,8,0,75.0,71,5,9,51
1,48,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,50,8,0,0.0,217,13,43,153
1,49,8,0,0.0,257,13,42,190
1,49,8,0,0.0,229,13,45,161
1,49,8,0,0.0,226,13,38,167
1,49,8,0,0.0,0,1,0,0
1,37,7,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
1,48,8,0,0.0,17,1,1,14
2,48,8,0,67.0,63,5,7,47
1,49,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,52,8,0,0.0,54,5,1,48
1,46,8,0,0.0,0,1,0,0
1,47,8,0,0.0,35,3,4,28
1,49,8,0,0.0,238,13,37,178
1,25,5,0,0.0,0,1,0,0
1,57,8,0,0.0,5,1,1,3
2,48,8,0,75.0,71,5,10,50
2,50,8,0,254.0,242,13,45,176
2,48,8,0,94.0,94,1,32,54
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
1,47,8,0,0.0,72,3,21,36
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,144,5,43,69
2,48,8,0,33.0,33,1,0,31
2,48,8,0,12.0,12,1,1,9
1,49,8,0,0.0,227,13,38,167
1,50,8,0,0.0,790,13,434,223
1,46,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,40,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,58,8,0,0.0,0,1,0,0
2,50,8,0,248.0,236,13,41,166
1,56,8,0,0.0,0,1,0,0
2,47,8,0,213.0,211,3,34,145
2,48,8,0,36.0,36,1,1,32
1,50,8,0,0.0,260,13,40,193
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,57,8,0,0.0,5,1,1,3
1,48,8,0,0.0,33,1,0,31
1,48,8,0,0.0,17,1,1,14
1,48,8,0,0.0,22,1,5,14
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
1,22,5,0,0.0,0,1,0,0
1,50,8,0,0.0,256,13,40,189
1,39,7,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
2,47,8,0,38.0,36,3,5,28
1,69,13,0,0.0,0,1,0,0
2,50,8,0,253.0,241,13,37,180
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
2,50,8,0,259.0,247,13,40,183
1,50,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
2,52,8,0,63.0,59,5,1,53
2,50,8,0,233.0,221,13,40,157
1,48,8,0,0.0,33,1,0,31
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,61,1,14,36
1,71,14,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,51,5,7,37
1,48,8,0,0.0,70,5,8,52
1,48,8,0,0.0,0,1,0,0
2,47,8,0,94.0,92,3,16,63
2,50,8,0,276.0,264,13,41,194
1,39,7,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,52,8,0,57.0,53,5,5,42
1,43,9,0,0.0,0,1,0,0
2,48,8,0,74.0,70,5,9,50
1,50,8,0,0.0,235,13,39,173
1,49,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,52,8,0,56.0,52,5,1,46
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,6,1,2,2
1,49,8,0,0.0,295,13,60,196
2,48,8,0,145.0,141,5,41,70
2,47,8,0,41.0,39,3,6,29
2,49,8,0,238.0,226,13,42,164
1,48,8,0,0.0,71,5,9,51
2,49,8,0,255.0,243,13,41,172
2,49,8,0,245.0,233,13,39,172
1,52,8,0,0.0,57,5,2,49
1,31,8,0,0.0,0,1,0,0
1,48,8,0,0.0,120,5,18,79
2,50,8,0,260.0,248,13,39,183
1,47,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
2,52,8,0,59.0,55,5,1,49
1,47,8,0,0.0,36,3,5,28
1,51,8,0,0.0,0,1,0,0
1,47,8,0,0.0,39,3,6,29
1,48,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,52,8,0,57.0,53,5,1,47
1,58,9,0,0.0,0,1,0,0
1,50,8,0,0.0,297,13,54,203
1,48,8,0,0.0,0,1,0,0
2,49,8,0,260.0,248,13,42,180
2,47,8,0,44.0,42,3,5,32
1,49,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,79,14,0,0.0,0,1,0,0
1,48,8,0,0.0,74,5,11,51
1,57,9,0,0.0,0,1,0,0
2,48,8,0,75.0,71,5,9,52
2,48,8,0,17.0,17,1,1,14
1,48,8,0,0.0,113,1,27,74
1,66,12,0,0.0,0,1,0,0
1,47,8,0,0.0,41,3,5,31
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,83,12,0,0.0,0,1,0,0
2,48,8,0,76.0,72,5,10,52
1,49,8,0,0.0,0,1,0,0
1,49,8,0,0.0,239,13,37,179
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,47,8,0,0.0,41,3,5,31
1,49,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,50,8,0,0.0,235,13,42,171
3,52,8,1,61.0,57,5,4,47
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,52,8,0,0.0,66,5,7,49
2,47,8,0,37.0,35,3,4,28
2,48,8,0,34.0,34,1,0,32
1,50,8,0,0.0,0,1,0,0
1,49,8,0,0.0,269,13,47,197
2,48,8,0,33.0,33,1,0,31
1,47,8,0,0.0,41,3,5,31
2,48,8,0,18.0,18,1,1,15
1,57,8,0,0.0,70,1,36,26
1,48,8,0,0.0,0,1,0,0
2,47,8,0,41.0,39,3,3,31
1,47,8,0,0.0,42,3,5,32
1,42,9,0,0.0,0,1,0,0
1,49,8,0,0.0,249,13,41,183
1,52,8,0,0.0,55,5,6,44
2,50,8,0,303.0,291,13,70,192
2,52,8,0,64.0,60,5,2,52
1,48,8,0,0.0,0,1,0,0
1,33,6,0,0.0,0,1,0,0
1,53,9,0,0.0,0,1,0,0
1,48,8,0,0.0,73,5,10,51
1,48,8,0,0.0,146,5,32,93
1,51,8,0,0.0,0,1,0,0
1,50,8,0,0.0,211,13,42,148
2,48,8,0,71.0,67,5,7,51
2,57,8,0,59.0,59,1,29,24
1,44,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,49,8,0,0.0,235,13,41,171
1,56,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,52,8,0,56.0,52,5,2,44
2,48,8,0,72.0,68,5,7,52
1,56,8,0,0.0,0,1,0,0
1,59,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,57,8,0,0.0,19,1,7,7
2,48,8,0,17.0,17,1,1,14
1,48,8,0,0.0,0,1,0,0
2,49,8,0,342.0,330,13,82,214
1,49,8,0,0.0,233,13,38,173
2,47,8,0,43.0,41,3,5,31
2,50,8,0,287.0,275,13,41,200
1,52,8,0,0.0,58,5,2,50
1,39,7,0,0.0,0,1,0,0
1,48,8,0,0.0,22,1,5,14
1,52,8,0,0.0,61,5,7,48
2,52,8,0,104.0,100,5,15,68
1,50,8,0,0.0,244,13,39,182
1,56,8,0,0.0,0,1,0,0
1,49,8,0,0.0,252,13,41,186
2,49,8,0,291.0,279,13,62,176
2,47,8,0,38.0,36,3,5,28
2,47,8,0,39.0,37,3,5,29
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
1,47,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
1,48,8,0,0.0,17,1,1,14
2,50,8,0,267.0,255,13,36,193
2,57,8,0,77.0,77,1,8,51
2,48,8,0,74.0,70,5,9,50
2,48,8,0,17.0,17,1,1,14
2,50,8,0,241.0,229,13,37,168
1,52,8,0,0.0,57,5,2,49
1,48,8,0,0.0,33,1,0,31
2,50,8,0,256.0,244,13,47,173
1,49,8,0,0.0,246,13,49,174
1,48,8,0,0.0,0,1,0,0
1,57,8,0,0.0,113,1,46,52
1,49,7,0,0.0,0,1,0,0
1,25,5,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,48,8,0,0.0,70,5,9,50
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,41,3,5,31
1,44,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
2,57,8,0,20.0,20,1,8,7
1,73,10,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,50,8,0,0.0,251,13,40,187
2,48,8,0,18.0,18,1,1,15
1,49,8,0,0.0,254,13,44,184
1,46,8,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
2,48,8,0,74.0,70,5,8,52
1,48,9,0,0.0,0,1,0,0
1,57,9,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
1,52,8,0,0.0,54,5,6,43
2,48,8,0,17.0,17,1,1,14
1,57,9,0,0.0,0,1,0,0
2,48,8,0,18.0,18,1,1,15
1,48,8,0,0.0,69,1,16,31
2,48,8,0,33.0,33,1,0,31
1,52,8,0,0.0,57,5,5,45
2,49,8,0,261.0,249,13,39,183
2,49,8,0,263.0,251,13,37,189
1,56,8,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,67,13,0,0.0,0,1,0,0
1,47,8,0,0.0,37,3,5,29
2,52,8,0,57.0,53,5,3,45
1,46,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
2,50,8,0,253.0,241,13,40,180
1,48,8,0,0.0,58,5,11,38
3,50,8,1,274.0,262,13,42,191
1,31,6,0,0.0,0,1,0,0
1,57,8,0,0.0,25,1,11,6
2,48,8,0,101.0,101,1,41,34
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,48,8,0,0.0,59,1,30,23
2,47,8,0,43.0,41,3,4,32
2,52,8,0,65.0,61,5,10,45
1,44,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
1,48,8,0,0.0,68,5,8,51
2,48,8,0,33.0,33,1,0,31
1,44,8,0,0.0,0,1,0,0
2,48,8,0,130.0,126,5,37,74
2,48,8,0,17.0,17,1,1,14
1,48,8,0,0.0,17,1,1,14
1,49,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,50,8,0,256.0,244,13,43,177
2,57,8,0,4.0,4,1,1,2
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,63,5,7,47
1,52,8,0,0.0,54,5,5,44
2,47,8,0,43.0,41,3,4,32
1,48,8,0,0.0,34,1,0,32
1,48,8,0,0.0,0,1,0,0
2,57,8,0,5.0,5,1,1,3
1,56,8,0,0.0,0,1,0,0
1,47,8,0,0.0,37,3,5,29
2,48,8,0,17.0,17,1,1,14
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,52,8,0,0.0,63,5,4,52
1,52,8,0,0.0,54,5,1,48
2,48,8,0,132.0,128,5,33,79
2,50,8,0,269.0,257,13,41,189
2,49,8,0,236.0,224,13,39,165
2,47,8,0,34.0,32,3,8,20
1,46,8,0,0.0,0,1,0,0
1,47,8,0,0.0,93,3,40,43
2,49,8,0,235.0,223,13,42,160
2,52,8,0,58.0,54,5,3,46
2,57,8,0,5.0,5,1,1,3
1,42,7,0,0.0,0,1,0,0
2,47,8,0,43.0,41,3,5,31
3,48,8,1,67.0,63,5,7,47
2,57,8,0,4.0,4,1,1,2
1,46,8,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
2,48,8,0,34.0,34,1,0,32
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,249,13,40,184
2,48,8,0,71.0,67,5,7,51
2,48,8,0,20.0,20,1,3,14
1,50,8,0,0.0,230,13,44,163
2,52,8,0,60.0,56,5,6,44
2,48,8,0,39.0,39,1,12,18
2,52,8,0,62.0,58,5,6,47
1,48,8,0,0.0,67,5,7,51
2,47,8,0,44.0,42,3,5,32
2,49,8,0,245.0,233,13,41,170
1,48,8,0,0.0,34,1,0,32
1,56,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,631,5,400,111
1,48,8,0,0.0,17,1,1,14
1,46,8,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,47,8,0,112.0,110,3,13,77
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,49,8,0,0.0,239,13,46,168
1,49,8,0,0.0,312,13,64,206
1,50,8,0,0.0,0,1,0,0
2,50,8,0,236.0,224,13,43,158
1,47,8,0,0.0,45,3,8,31
1,48,8,0,0.0,0,1,0,0
2,47,8,0,41.0,39,3,6,29
1,48,8,0,0.0,74,5,11,51
1,49,8,0,0.0,239,13,44,172
2,50,8,0,341.0,329,13,70,213
1,48,8,0,0.0,18,1,1,15
2,57,8,0,4.0,4,1,1,2
1,57,8,0,0.0,5,1,1,3
2,47,8,0,38.0,36,3,5,28
1,52,8,0,0.0,55,5,3,46
1,72,11,0,0.0,0,1,0,0
1,50,10,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
1,44,8,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
1,58,9,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
2,47,8,0,38.0,36,3,5,28
1,50,8,0,0.0,0,1,0,0
1,57,8,0,0.0,5,1,1,3
1,49,6,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,57,9,0,0.0,0,1,0,0
2,48,8,0,68.0,64,5,7,48
1,51,8,0,0.0,0,1,0,0
2,50,8,0,284.0,272,13,43,200
2,57,8,0,4.0,4,1,1,2
1,49,8,0,0.0,275,13,58,183
1,56,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,55,10,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,47,8,0,39.0,37,3,5,29
2,47,8,0,39.0,37,3,5,29
2,57,8,0,4.0,4,1,1,2
1,57,8,0,0.0,67,1,28,20
1,48,8,0,0.0,0,1,0,0
2,48,8,0,8.0,8,1,5,1
1,41,7,0,0.0,0,1,0,0
2,52,8,0,57.0,53,5,4,44
1,47,8,0,0.0,44,3,6,32
1,53,10,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
2,57,8,0,4.0,4,1,1,2
1,47,8,0,0.0,36,3,5,28
1,48,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,231,13,37,173
1,58,9,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
2,49,8,0,338.0,326,13,75,205
1,26,6,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
1,58,9,0,0.0,0,1,0,0
1,49,8,0,0.0,246,13,36,182
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,44,3,6,32
1,48,8,0,0.0,69,5,8,52
1,58,9,0,0.0,0,1,0,0
2,52,8,0,62.0,58,5,1,52
1,48,8,0,0.0,18,1,1,15
1,57,8,0,0.0,5,1,1,3
1,48,8,0,0.0,66,5,8,48
1,50,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,57,8,0,0.0,5,1,1,3
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,233,13,44,167
1,49,8,0,0.0,0,1,0,0
1,47,8,0,0.0,39,3,6,29
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
1,48,8,0,0.0,0,1,0,0
2,47,8,0,40.0,38,3,5,29
1,48,8,0,0.0,68,5,7,52
2,52,8,0,62.0,58,5,7,45
2,52,8,0,66.0,62,5,4,51
2,49,8,0,257.0,245,13,27,190
1,39,7,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
2,48,8,0,17.0,17,1,1,14
1,47,8,0,0.0,42,3,5,32
1,51,8,0,0.0,0,1,0,0
2,48,8,0,105.0,105,1,34,59
2,50,8,0,257.0,245,13,34,188
1,52,8,0,0.0,57,5,1,51
2,50,8,0,246.0,234,13,39,169
1,30,6,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
1,47,8,0,0.0,0,1,0,0
2,50,8,0,270.0,258,13,41,194
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,47,8,0,0.0,41,3,5,31
2,47,8,0,144.0,142,3,50,73
1,39,7,0,0.0,0,1,0,0
1,50,8,0,0.0,248,13,42,181
2,48,8,0,33.0,33,1,0,31
1,48,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
1,31,8,0,0.0,0,1,0,0
1,57,8,0,0.0,5,1,1,3
2,48,8,0,17.0,17,1,1,14
2,48,8,0,87.0,87,1,41,21
2,57,8,0,4.0,4,1,1,2
1,47,8,0,0.0,36,3,5,28
1,58,9,0,0.0,0,1,0,0
2,52,8,0,137.0,133,5,32,86
1,46,7,0,0.0,0,1,0,0
2,49,8,0,269.0,257,13,46,182
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,48,8,0,0.0,18,1,1,15
1,56,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,36,3,5,28
1,46,8,0,0.0,0,1,0,0
2,47,8,0,44.0,42,3,5,32
2,49,8,0,231.0,219,13,38,158
1,48,8,0,0.0,71,5,10,50
1,52,8,0,0.0,54,5,5,44
2,48,8,0,17.0,17,1,1,14
2,52,8,0,57.0,53,5,1,47
1,50,8,0,0.0,0,1,0,0
1,57,8,0,0.0,78,1,35,21
1,49,8,0,0.0,0,1,0,0
2,48,8,0,71.0,67,5,9,48
2,47,8,0,39.0,37,3,5,29
1,50,8,0,0.0,0,1,0,0
2,48,8,0,70.0,66,5,6,51
1,47,8,0,0.0,41,3,5,31
1,47,8,0,0.0,40,3,4,31
1,49,8,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,57,8,0,0.0,20,1,8,7
1,39,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
2,49,8,0,262.0,250,13,47,177
2,48,8,0,33.0,33,1,0,31
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,67,5,6,52
1,49,8,0,0.0,240,13,41,176
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,50,8,0,320.0,308,13,47,213
1,70,10,0,0.0,0,1,0,0
1,86,12,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
1,48,8,0,0.0,67,5,6,52
2,48,8,0,72.0,68,5,7,52
1,39,7,0,0.0,0,1,0,0
1,52,8,0,0.0,63,5,5,52
1,58,9,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,47,8,0,43.0,41,3,5,31
1,57,9,0,0.0,0,1,0,0
2,47,8,0,59.0,57,3,7,43
2,48,8,0,72.0,68,5,7,52
1,44,8,0,0.0,0,1,0,0
2,48,8,0,71.0,67,5,7,51
1,52,11,0,0.0,0,1,0,0
1,69,13,0,0.0,0,1,0,0
1,48,8,0,0.0,66,5,8,48
1,57,9,0,0.0,0,1,0,0
1,47,8,0,0.0,39,3,6,29
2,50,8,0,271.0,259,13,41,189
1,50,8,0,0.0,0,1,0,0
2,48,8,0,12.0,12,1,1,9
2,48,8,0,75.0,71,5,10,50
2,47,8,0,42.0,40,3,4,31
2,50,8,0,246.0,234,13,37,173
2,48,8,0,18.0,18,1,1,15
1,41,7,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,22,5,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,34,8,0,0.0,0,1,0,0
1,48,8,0,0.0,75,5,12,51
2,48,8,0,72.0,68,5,7,52
1,48,8,0,0.0,26,1,2,21
1,50,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,81,11,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,52,8,0,0.0,58,5,1,51
1,58,9,0,0.0,0,1,0,0
1,50,8,0,0.0,312,13,51,228
2,48,8,0,73.0,69,5,7,52
2,52,8,0,60.0,56,5,2,48
1,48,8,0,0.0,0,1,0,0
2,48,8,0,71.0,67,5,7,51
1,44,8,0,0.0,0,1,0,0
1,66,12,0,0.0,0,1,0,0
1,67,13,0,0.0,0,1,0,0
1,49,8,0,0.0,236,13,40,170
2,48,8,0,17.0,17,1,1,14
2,48,8,0,67.0,63,5,7,47
1,49,8,0,0.0,235,13,43,167
2,49,8,0,261.0,249,13,36,189
1,77,9,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
2,48,8,0,93.0,93,1,40,28
1,47,8,0,0.0,0,1,0,0
1,52,8,0,0.0,60,5,2,52
1,48,8,0,0.0,51,5,7,37
1,48,8,0,0.0,63,5,7,47
1,57,8,0,0.0,57,1,22,19
2,48,8,0,70.0,66,5,8,48
1,52,8,0,0.0,62,5,2,54
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,8,1,5,1
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,64,5,7,48
